Reason_ID,Vehicle_ID,Weather_Conditions,Light_Conditions,Road_Surface_Conditions,Speed_limit,Accident_Date,Pedestrian_Crossing-Human_Control,Accident_Severity
115031,288,Raining without high winds,Daylight: Street light present,Wet/Damp,30,4/14/2020,None within 50 metres,3
37077,289,Fine without high winds,Daylight: Street light present,Dry,30,4/14/2020,None within 50 metres,3
69252,290,Fine without high winds,Daylight: Street light present,Dry,30,4/14/2020,None within 50 metres,3
12194,291,Raining without high winds,Daylight: Street light present,Wet/Damp,30,4/14/2020,None within 50 metres,3
80188,292,Fine without high winds,Daylight: Street light present,Dry,30,4/14/2020,None within 50 metres,3
10430,293,Fine without high winds,Daylight: Street light present,Dry,30,4/14/2020,None within 50 metres,2
21262,294,Fine without high winds,Daylight: Street light present,Dry,30,4/14/2020,None within 50 metres,3
55236,295,Fine without high winds,Daylight: Street light present,Dry,30,4/14/2020,None within 50 metres,3
126917,296,Fine without high winds,Darkness: Street lights present and lit,Dry,30,4/14/2020,None within 50 metres,2
112190,297,Raining without high winds,Daylight: Street light present,Wet/Damp,50,4/14/2020,None within 50 metres,3
16342,298,Fine without high winds,Daylight: Street light present,Dry,30,4/15/2020,None within 50 metres,3
2201,299,Fine without high winds,Daylight: Street light present,Dry,30,4/15/2020,None within 50 metres,3
53687,300,Fine without high winds,Daylight: Street light present,Dry,30,4/15/2020,None within 50 metres,3
47168,301,Raining without high winds,Daylight: Street light present,Wet/Damp,30,4/15/2020,None within 50 metres,3
8782,302,Raining without high winds,Daylight: Street light present,Wet/Damp,30,4/15/2020,None within 50 metres,3
75468,303,Fine without high winds,Daylight: Street light present,Dry,30,4/16/2020,None within 50 metres,3
663,304,Fine without high winds,Daylight: Street light present,Dry,30,4/16/2020,None within 50 metres,3
74740,305,Fine without high winds,Darkness: Street lights present and lit,Dry,30,4/16/2020,None within 50 metres,3
117904,306,Fine without high winds,Daylight: Street light present,Dry,30,4/16/2020,None within 50 metres,3
59599,307,Raining without high winds,Daylight: Street light present,Wet/Damp,30,4/16/2020,None within 50 metres,3
29479,308,Fine without high winds,Daylight: Street light present,Dry,30,4/16/2020,None within 50 metres,3
105096,309,Fine without high winds,Daylight: Street light present,Dry,30,4/16/2020,None within 50 metres,3
94421,310,Fine without high winds,Daylight: Street light present,Dry,30,4/16/2020,None within 50 metres,3
49058,311,Fine without high winds,Darkness: Street lights present and lit,Dry,30,4/16/2020,None within 50 metres,3
47795,312,Fine without high winds,Daylight: Street light present,Dry,30,4/17/2020,None within 50 metres,3
125451,313,Raining without high winds,Daylight: Street light present,Wet/Damp,30,4/17/2020,None within 50 metres,3
96114,314,Fine without high winds,Daylight: Street light present,Dry,30,4/17/2020,None within 50 metres,3
23241,315,Fine without high winds,Daylight: Street light present,Dry,30,4/17/2020,None within 50 metres,2
106258,316,Fine without high winds,Daylight: Street light present,Dry,30,4/17/2020,None within 50 metres,3
64874,317,Fine without high winds,Daylight: Street light present,Dry,30,4/18/2020,None within 50 metres,3
100136,318,Fine without high winds,Daylight: Street light present,Dry,30,4/18/2020,None within 50 metres,3
51774,319,Fine without high winds,Daylight: Street light present,Dry,30,4/18/2020,None within 50 metres,3
124301,320,Fine without high winds,Daylight: Street light present,Dry,30,4/18/2020,None within 50 metres,3
36127,321,Fine without high winds,Daylight: Street light present,Dry,30,4/18/2020,None within 50 metres,3
121855,322,Raining without high winds,Daylight: Street light present,Wet/Damp,30,4/18/2020,None within 50 metres,3
52648,323,Fine without high winds,Daylight: Street light present,Dry,30,4/18/2020,None within 50 metres,3
38803,324,Fine without high winds,Darkness: Street lights present and lit,Dry,30,4/18/2020,None within 50 metres,2
39916,325,Fine without high winds,Daylight: Street light present,Dry,30,4/18/2020,None within 50 metres,3
95301,326,Fine without high winds,Darkness: Street lights present and lit,Wet/Damp,30,4/18/2020,None within 50 metres,3
16505,327,Raining without high winds,Daylight: Street light present,Wet/Damp,30,4/19/2020,None within 50 metres,3
63771,328,Fine without high winds,Daylight: Street light present,Wet/Damp,30,4/19/2020,None within 50 metres,3
51960,329,Fine without high winds,Darkness: Street lights present and lit,Dry,30,4/19/2020,None within 50 metres,3
111305,330,Fine without high winds,Daylight: Street light present,Dry,30,4/19/2020,None within 50 metres,3
114340,331,Raining without high winds,Daylight: Street light present,Wet/Damp,20,4/19/2020,None within 50 metres,3
17379,332,Fine without high winds,Daylight: Street light present,Dry,30,4/19/2020,None within 50 metres,3
65992,333,Fine without high winds,Daylight: Street light present,Dry,30,4/20/2020,None within 50 metres,2
104578,334,Fine without high winds,Daylight: Street light present,Dry,30,4/20/2020,None within 50 metres,3
7443,335,Fine without high winds,Darkness: Street lights present and lit,Dry,30,4/20/2020,None within 50 metres,3
67768,336,Fine without high winds,Daylight: Street light present,Dry,30,4/21/2020,None within 50 metres,3
89581,337,Fine without high winds,Daylight: Street light present,Dry,30,4/21/2020,None within 50 metres,2
47417,338,Fine without high winds,Daylight: Street light present,Dry,30,4/21/2020,None within 50 metres,3
30231,339,Fine without high winds,Daylight: Street light present,Dry,30,4/21/2020,None within 50 metres,3
14343,340,Fine without high winds,Darkness: Street lights present and lit,Dry,30,4/22/2020,None within 50 metres,3
79924,341,Fine without high winds,Daylight: Street light present,Dry,30,4/22/2020,None within 50 metres,3
105654,342,Fine without high winds,Daylight: Street light present,Dry,30,4/22/2020,None within 50 metres,3
29495,343,Fine without high winds,Daylight: Street light present,Dry,30,4/22/2020,None within 50 metres,3
98183,344,Fine without high winds,Daylight: Street light present,Dry,30,4/22/2020,None within 50 metres,2
87554,345,Fine without high winds,Daylight: Street light present,Dry,30,4/22/2020,None within 50 metres,3
83683,346,Fine without high winds,Daylight: Street light present,Dry,30,4/22/2020,None within 50 metres,3
74603,347,Fine without high winds,Daylight: Street light present,Dry,30,4/22/2020,None within 50 metres,3
83191,348,Fine without high winds,Daylight: Street light present,Dry,30,4/22/2020,None within 50 metres,3
110103,349,Fine without high winds,Daylight: Street light present,Dry,30,4/23/2020,None within 50 metres,2
57026,350,Raining without high winds,Darkness: Street lights present and lit,Wet/Damp,30,4/23/2020,None within 50 metres,3
91205,351,Fine without high winds,Daylight: Street light present,Dry,30,4/23/2020,None within 50 metres,3
55470,352,Fine without high winds,Daylight: Street light present,Dry,30,4/23/2020,None within 50 metres,3
53922,353,Fine without high winds,Daylight: Street light present,Dry,30,4/23/2020,None within 50 metres,3
129138,354,Fine without high winds,Darkness: Street lights present and lit,Dry,30,4/23/2020,None within 50 metres,3
2034,355,Fine without high winds,Daylight: Street light present,Dry,30,4/23/2020,None within 50 metres,3
37286,356,Fine without high winds,Daylight: Street light present,Dry,30,4/23/2020,None within 50 metres,3
32818,357,Fine without high winds,Daylight: Street light present,Dry,30,4/23/2020,None within 50 metres,2
46695,358,Fine without high winds,Daylight: Street light present,Dry,50,4/23/2020,None within 50 metres,3
121598,359,Raining without high winds,Daylight: Street light present,Wet/Damp,30,4/23/2020,None within 50 metres,3
44039,360,Fine without high winds,Daylight: Street light present,Dry,30,4/23/2020,None within 50 metres,3
102733,361,Fine without high winds,Daylight: Street light present,Dry,30,4/23/2020,None within 50 metres,3
85600,362,Fine without high winds,Daylight: Street light present,Dry,30,4/24/2020,None within 50 metres,3
10833,363,Fine without high winds,Daylight: Street light present,Dry,30,4/24/2020,None within 50 metres,2
81553,364,Fine without high winds,Daylight: Street light present,Dry,30,4/24/2020,None within 50 metres,3
24745,365,Fine without high winds,Daylight: Street light present,Dry,30,4/24/2020,None within 50 metres,3
58871,366,Fine without high winds,Daylight: Street light present,Wet/Damp,30,4/24/2020,None within 50 metres,3
68900,367,Fine without high winds,Daylight: Street light present,Dry,30,4/24/2020,None within 50 metres,2
31952,368,Fine with high winds,Daylight: Street light present,Dry,30,4/25/2020,None within 50 metres,3
98758,369,Fine without high winds,Daylight: Street light present,Dry,30,4/25/2020,None within 50 metres,3
59963,370,Raining without high winds,Darkness: Street lights present and lit,Wet/Damp,30,4/25/2020,None within 50 metres,2
38236,371,Fine without high winds,Darkness: Street lights present and lit,Dry,30,4/25/2020,None within 50 metres,2
43811,372,Fine without high winds,Daylight: Street light present,Dry,30,4/25/2020,None within 50 metres,3
58215,373,Fine without high winds,Daylight: Street light present,Dry,30,4/25/2020,None within 50 metres,3
88293,374,Fine without high winds,Daylight: Street light present,Dry,30,4/25/2020,None within 50 metres,3
37225,375,Fine without high winds,Daylight: Street light present,Dry,30,4/26/2020,None within 50 metres,3
43935,376,Fine without high winds,Daylight: Street light present,Dry,30,4/26/2020,None within 50 metres,3
48899,377,Fine without high winds,Daylight: Street light present,Dry,30,4/26/2020,None within 50 metres,3
99082,378,Fine without high winds,Darkness: Street lights present and lit,Dry,30,4/26/2020,None within 50 metres,3
75859,379,Fine without high winds,Daylight: Street light present,Dry,30,4/26/2020,None within 50 metres,2
85109,380,Fine without high winds,Darkness: Street lights present and lit,Dry,30,4/26/2020,None within 50 metres,2
118135,381,Raining without high winds,Daylight: Street light present,Wet/Damp,30,4/26/2020,None within 50 metres,2
89169,382,Fine without high winds,Daylight: Street light present,Dry,30,4/26/2020,None within 50 metres,3
4988,383,Fine without high winds,Daylight: Street light present,Dry,30,4/26/2020,None within 50 metres,3
81441,384,Fine without high winds,Daylight: Street light present,Dry,30,4/26/2020,None within 50 metres,3
37707,385,Fine without high winds,Daylight: Street light present,Dry,30,4/26/2020,None within 50 metres,3
94317,386,Fine without high winds,Daylight: Street light present,Dry,30,4/27/2020,None within 50 metres,3
42242,387,Fine without high winds,Daylight: Street light present,Dry,30,4/27/2020,None within 50 metres,3
8085,388,Fine without high winds,Daylight: Street light present,Dry,30,4/27/2020,None within 50 metres,2
42926,389,Fine without high winds,Daylight: Street light present,Dry,30,4/27/2020,None within 50 metres,3
114663,390,Fine without high winds,Daylight: Street light present,Dry,30,4/27/2020,None within 50 metres,3
63597,391,Raining without high winds,Daylight: Street light present,Wet/Damp,30,4/27/2020,None within 50 metres,3
78220,392,Fine without high winds,Daylight: Street light present,Dry,30,4/27/2020,None within 50 metres,3
2902,393,Fine without high winds,Daylight: Street light present,Dry,30,4/27/2020,None within 50 metres,3
71673,394,Fine without high winds,Daylight: Street light present,Wet/Damp,30,4/27/2020,None within 50 metres,3
128042,395,Fine without high winds,Daylight: Street light present,Wet/Damp,30,4/28/2020,None within 50 metres,3
53847,396,Fine without high winds,Daylight: Street light present,Dry,30,4/28/2020,None within 50 metres,3
42369,397,Fine without high winds,Daylight: Street light present,Dry,30,4/28/2020,None within 50 metres,3
110474,398,Fine without high winds,Darkness: Street lights present and lit,Dry,30,4/28/2020,None within 50 metres,3
17284,399,Fine without high winds,Daylight: Street light present,Dry,30,4/28/2020,None within 50 metres,3
69457,400,Fine without high winds,Darkness: Street lights present and lit,Dry,30,4/28/2020,None within 50 metres,2
83974,401,Fine without high winds,Daylight: Street light present,Dry,30,4/28/2020,None within 50 metres,3
107761,402,Fine without high winds,Daylight: Street light present,Dry,30,4/28/2020,None within 50 metres,3
37834,403,Fine without high winds,Daylight: Street light present,Dry,30,4/29/2020,None within 50 metres,3
25904,404,Fine without high winds,Daylight: Street light present,Dry,30,4/29/2020,None within 50 metres,3
73190,405,Fine without high winds,Daylight: Street light present,Dry,30,4/29/2020,None within 50 metres,3
70160,406,Fine without high winds,Daylight: Street light present,Dry,30,4/29/2020,None within 50 metres,3
